"id","area","size","alg8"
19183,"Washington County",289,0.243
19089,"Howard County",127,0.157
19091,"Humboldt County",120,0.2
19073,"Greene County",106,0.246
19107,"Keokuk County",86,0.344
19125,"Marion County",399,0.235
19151,"Pocahontas County",76,0.052
19055,"Delaware County",163,0.169
19087,"Henry County",268,0.23
19139,"Muscatine County",538,0.067
19037,"Chickasaw County",160,0.261
19123,"Mahaska County",202,0.035
19195,"Worth County",36,0.992
19161,"Sac County",193,0.358
19065,"Fayette County",236,0.172
19131,"Mitchell County",120,0.516
19137,"Montgomery County",154,0.205
19185,"Wayne County",68,0.163
19079,"Hamilton County",185,0.2
19133,"Monona County",65,0
20169,"Saline County",618,0.048
20113,"McPherson County",387,0.334
20149,"Pottawatomie County",239,0.278
20013,"Brown County",105,0.465
20183,"Smith County",36,0.275
20177,"Shawnee County",2119,0.081
20201,"Washington County",68,0.624
20109,"Logan County",38,0.395
20059,"Franklin County",360,0.228
20117,"Marshall County",152,0
20171,"Scott County",80,0
20209,"Wyandotte County",2178,0.761
20091,"Johnson County",6993,0.421
20135,"Ness County",29,0
20153,"Rawlins County",24,0.857
20089,"Jewell County",18,0
20157,"Republic County",53,0.313
20147,"Phillips County",86,0.268
20043,"Doniphan County",95,0.104
20053,"Ellsworth County",49,0.081
20159,"Rice County",150,0.233
20131,"Nemaha County",134,0.031
20041,"Dickinson County",278,0.213
20111,"Lyon County",386,0.147
20197,"Wabaunsee County",78,0.551
20099,"Labette County",240,0.201
20015,"Butler County",1337,0.317
20077,"Harper County",67,0.06
20191,"Sumner County",280,0.454
20035,"Cowley County",431,0.402
20037,"Crawford County",435,0.192
20025,"Clark County",39,0.178
20005,"Atchison County",168,0.34
20045,"Douglas County",1111,0.24
20103,"Leavenworth County",975,0.391
20021,"Cherokee County",292,0.117
20123,"Mitchell County",82,0.339
20143,"Ottawa County",86,0.26
20165,"Rush County",48,0
20193,"Thomas County",100,0.014
20057,"Ford County",493,0.267
20205,"Wilson County",120,0.316
20155,"Reno County",689,0.24
20139,"Osage County",199,0.13
20031,"Coffey County",125,0
20079,"Harvey County",458,0.235
20125,"Montgomery County",392,0.193
20141,"Osborne County",38,0.105
20019,"Chautauqua County",47,0
20133,"Neosho County",191,0.229
20173,"Sedgwick County",5917,0.182
20023,"Cheyenne County",32,0
20069,"Gray County",69,0.182
20085,"Jackson County",181,0.249
20027,"Clay County",92,0.043
20029,"Cloud County",120,0.606
20033,"Comanche County",24,0
20017,"Chase County",26,0.266
20127,"Morris County",50,0
20095,"Kingman County",92,0
20093,"Kearny County",66,0.106
20101,"Lane County",29,0.757
20049,"Elk County",34,0
20129,"Morton County",110,0.081
20009,"Barton County",313,0.235
20051,"Ellis County",257,0.228
20073,"Greenwood County",68,0.229
20011,"Bourbon County",200,0.21
20119,"Meade County",31,0.184
20055,"Finney County",632,0.18
20003,"Anderson County",103,0.322
20115,"Marion County",136,0.19
20181,"Sherman County",78,0.256
20071,"Greeley County",11,0
20097,"Kiowa County",21,0.329
20063,"Gove County",21,0.661
20065,"Graham County",27,0.439
20179,"Sheridan County",18,0
20189,"Stevens County",97,0.286
20001,"Allen County",180,0.558
20107,"Linn County",144,0.404
20083,"Hodgeman County",23,0
20187,"Stanton County",33,0
20061,"Geary County",501,0.03
20047,"Edwards County",30,0
20007,"Barber County",52,0.268
20175,"Seward County",394,0.424
20145,"Pawnee County",78,0
20203,"Wichita County",18,1
20105,"Lincoln County",43,0
20121,"Miami County",536,0.315
20185,"Stafford County",57,0.433
20161,"Riley County",509,0.128
20087,"Jefferson County",246,0.331
20137,"Norton County",60,0.363
20039,"Decatur County",26,0.721
20163,"Rooks County",74,0.592
20151,"Pratt County",116,0.189
20167,"Russell County",58,1
20081,"Haskell County",45,0.498
20199,"Wallace County",17,0.396
20075,"Hamilton County",37,0
20067,"Grant County",121,0.132
20195,"Trego County",33,0
20207,"Woodson County",40,0
21001,"Adair County",191,0.119
21003,"Allen County",211,0.122
21177,"Muhlenberg County",351,0
21111,"Jefferson County",7240,0.17
21021,"Boyle County",367,0.149
21005,"Anderson County",247,0
21019,"Boyd County",514,0.101
21023,"Bracken County",114,0.298
21007,"Ballard County",86,0
21121,"Knox County",429,0.086
21179,"Nelson County",541,0.253
21009,"Barren County",514,0.159
21011,"Bath County",144,0.335
21117,"Kenton County",1708,0.25
21013,"Bell County",337,0
21037,"Campbell County",866,0.257
21151,"Madison County",956,0.231
21015,"Boone County",1735,0.276
21017,"Bourbon County",240,1
21227,"Warren County",1410,0.161
21025,"Breathitt County",166,0.263
21027,"Breckinridge County",222,0
21029,"Bullitt County",1010,0.228
21167,"Mercer County",260,0.3
21031,"Butler County",158,1
21033,"Caldwell County",158,0
21035,"Calloway County",342,0.152
21217,"Taylor County",293,0.212
21039,"Carlisle County",45,0.221
21041,"Carroll County",136,0.132
21043,"Carter County",341,0
21045,"Casey County",165,0.364
21099,"Hart County",242,0.148
21047,"Christian County",662,0.101
21049,"Clark County",396,0
21051,"Clay County",253,0
21053,"Clinton County",127,0.183
21235,"Whitley County",543,0.211
21055,"Crittenden County",96,0.197
21057,"Cumberland County",67,0
21059,"Daviess County",1167,0.288
21107,"Hopkins County",522,0.025
21125,"Laurel County",793,0.235
21061,"Edmonson County",133,0.304
21093,"Hardin County",1048,0.128
21063,"Elliott County",75,0
21103,"Henry County",228,0.303
21065,"Estill County",195,0.353
21067,"Fayette County",2888,0.299
21069,"Fleming County",181,0
21071,"Floyd County",430,0.143
21073,"Franklin County",471,0.182
21075,"Fulton County",60,0.485
21077,"Gallatin County",98,0
21079,"Garrard County",201,0.134
21081,"Grant County",322,0.188
21083,"Graves County",464,0.205
21085,"Grayson County",336,0.048
21087,"Green County",129,0.21
21089,"Greenup County",400,0.184
21091,"Hancock County",143,0
21095,"Harlan County",367,0.049
21097,"Harrison County",235,0
21193,"Perry County",392,0.231
21101,"Henderson County",550,0.297
21105,"Hickman County",54,0.459
21109,"Jackson County",147,0.353
21133,"Letcher County",260,0.217
21113,"Jessamine County",573,0.201
21115,"Johnson County",321,0.235
21119,"Knott County",131,0.101
21123,"Larue County",177,0.204
21127,"Lawrence County",194,0.221
21129,"Lee County",72,0.45
21131,"Leslie County",128,0
21135,"Lewis County",180,0.31
21137,"Lincoln County",312,0.065
21139,"Livingston County",94,0
21141,"Logan County",349,0.277
21143,"Lyon County",58,0.36
21153,"Magoffin County",163,0
21155,"Marion County",224,0.575
21157,"Marshall County",383,0.13
21159,"Martin County",148,0.209
21161,"Mason County",162,0
21145,"McCracken County",729,0.238
21147,"McCreary County",204,0.286
21149,"McLean County",125,0.237
21163,"Meade County",368,0.113
21165,"Menifee County",74,0.027
21169,"Metcalfe County",117,0.205
21171,"Monroe County",144,0
21173,"Montgomery County",349,0
21175,"Morgan County",166,0.318
21181,"Nicholas County",87,0
21183,"Ohio County",315,0.226
21185,"Oldham County",976,0.336
21187,"Owen County",152,0.41
21189,"Owsley County",65,0.432
21191,"Pendleton County",234,0.264
21195,"Pike County",752,0.298
21197,"Powell County",180,0.184
21199,"Pulaski County",791,0.423
21201,"Robertson County",26,0.462
21203,"Rockcastle County",238,0.117
21205,"Rowan County",225,0.3
21207,"Russell County",234,0.073
21209,"Scott County",669,0.396
21211,"Shelby County",512,0.13
21213,"Simpson County",219,0.164
21215,"Spencer County",229,0.326
21219,"Todd County",136,0.244
21221,"Trigg County",151,0.416
21223,"Trimble County",95,0.261
21225,"Union County",165,0
21229,"Washington County",126,0.222
21231,"Wayne County",255,0.121
21233,"Webster County",181,0.22
21237,"Wolfe County",107,0
21239,"Woodford County",320,0.208
22033,"East Baton Rouge Parish",4443,0.208
22079,"Rapides Parish",1769,0.049
22001,"Acadia Parish",810,0
22101,"St. Mary Parish",722,0.178
22071,"Orleans Parish",3589,0.148
22009,"Avoyelles Parish",445,0.258
22083,"Richland Parish",289,0.045
22075,"Plaquemines Parish",386,0.038
22051,"Jefferson Parish",3576,0.193
22073,"Ouachita Parish",2082,0.153
22061,"Lincoln Parish",454,0.105
22003,"Allen Parish",325,0.292
22005,"Ascension Parish",1595,0.27
22007,"Assumption Parish",268,0
22057,"Lafourche Parish",1039,0.025
22111,"Union Parish",248,0.072
22019,"Calcasieu Parish",2384,0.155
22011,"Beauregard Parish",407,0.263
22017,"Caddo Parish",2939,0.124
22013,"Bienville Parish",166,0
22097,"St. Landry Parish",1064,0.002
22117,"Washington Parish",556,0
22029,"Concordia Parish",285,0.214
22015,"Bossier Parish",1796,0.201
22021,"Caldwell Parish",117,0.12
22023,"Cameron Parish",96,0.235
22025,"Catahoula Parish",111,0
22027,"Claiborne Parish",129,0.031
22031,"De Soto Parish",348,0.239
22035,"East Carroll Parish",73,0.979
22037,"East Feliciana Parish",161,0.124
22039,"Evangeline Parish",389,0.208
22041,"Franklin Parish",244,0
22043,"Grant Parish",236,0
22045,"Iberia Parish",893,0.028
22113,"Vermilion Parish",787,0.005
22047,"Iberville Parish",398,0.047
22049,"Jackson Parish",182,0
22053,"Jefferson Davis Parish",406,0.037
22055,"Lafayette Parish",2252,0.027
22059,"LaSalle Parish",191,0.27
22063,"Livingston Parish",1872,0.156
22065,"Madison Parish",123,0.129
22067,"Morehouse Parish",295,0.021
22069,"Natchitoches Parish",506,0.091
22077,"Pointe Coupee Parish",200,0.199
22081,"Red River Parish",109,0.2
22085,"Sabine Parish",299,0
22087,"St. Bernard Parish",549,0
22089,"St. Charles Parish",699,0.196
22091,"St. Helena Parish",66,0.944
22093,"St. James Parish",290,0.055
22095,"St. John the Baptist Parish",482,0.093
22099,"St. Martin Parish",610,0.113
22103,"St. Tammany Parish",2937,0.142
22105,"Tangipahoa Parish",1427,0.083
22107,"Tensas Parish",53,0
22109,"Terrebonne Parish",1243,0.172
22115,"Vernon Parish",653,0.1
22119,"Webster Parish",500,0.162
22121,"West Baton Rouge Parish",228,0.118
22123,"West Carroll Parish",174,0.125
22125,"West Feliciana Parish",136,0.263
22127,"Winn Parish",166,0
23029,"Washington County",303,0.352
23031,"York County",2152,0.192
23009,"Hancock County",451,0.202
23013,"Knox County",265,0.256
23001,"Androscoggin County",1102,0.147
23011,"Kennebec County",1157,0.072
23019,"Penobscot County",1471,0.241
23015,"Lincoln County",360,0.263
23005,"Cumberland County",2838,0.319
23003,"Aroostook County",689,0.222
23021,"Piscataquis County",190,0.211
23025,"Somerset County",681,0.185
23027,"Waldo County",356,0.121
23017,"Oxford County",636,0.169
23007,"Franklin County",390,0.146
23023,"Sagadahoc County",366,0.319
24510,"Baltimore city",5659,0.104
24001,"Allegany County",626,0.321
24005,"Baltimore County",7590,0.453
24009,"Calvert County",1304,0.228
24011,"Caroline County",434,0.136
24013,"Carroll County",2078,0.193
24015,"Cecil County",1179,0.297
24017,"Charles County",2032,0.297
24019,"Dorchester County",301,0.292
24021,"Frederick County",3024,0.177
24023,"Garrett County",277,0.283
24025,"Harford County",2957,0.288
24027,"Howard County",4186,0.344
24029,"Kent County",147,0.191
24031,"Montgomery County",11282,0.449
24033,"Prince George's County",9015,0.111
24035,"Queen Anne's County",630,0.327
24039,"Somerset County",205,0.019
24037,"St. Mary's County",1312,0.277
24041,"Talbot County",352,0.255
24043,"Washington County",1700,0.437
24045,"Wicomico County",982,0.198
24047,"Worcester County",444,0.304
25027,"Worcester County",9420,0.225
25013,"Hampden County",5087,0.228
25025,"Suffolk County",5509,0.597
25001,"Barnstable County",1664,0.372
25017,"Middlesex County",16241,0.382
25009,"Essex County",8062,0.205
25021,"Norfolk County",7790,0.326
25015,"Hampshire County",1455,0.36
25007,"Dukes County",163,0.31
25023,"Plymouth County",6544,0.474
25011,"Franklin County",678,0.256
25003,"Berkshire County",1206,0.292
25005,"Bristol County",5734,0.309
25019,"Nantucket County",129,0.572
26025,"Calhoun County",1550,0.403
26053,"Gogebic County",109,0.267
26063,"Huron County",290,0.262
26097,"Mackinac County",115,0.288
26103,"Marquette County",600,0.396
26131,"Ontonagon County",47,0
26163,"Wayne County",20835,0.263
26013,"Baraga County",80,0.177
26003,"Alger County",83,0.273
26023,"Branch County",475,0.165
26029,"Charlevoix County",294,0.23
26033,"Chippewa County",343,0.197
26045,"Eaton County",1454,0.202
26047,"Emmet County",379,0.271
26049,"Genesee County",4984,0.191
26055,"Grand Traverse County",968,0.612
26065,"Ingham County",3047,0.391
26073,"Isabella County",493,0.067
26075,"Jackson County",1705,0.254
26081,"Kent County",7765,0.225
26093,"Livingston County",2098,0.164
26109,"Menominee County",285,0.236
26125,"Oakland County",14400,0.307
26139,"Ottawa County",3384,0.253
26161,"Washtenaw County",3430,0.49
26099,"Macomb County",10408,0.242
26111,"Midland County",940,0.262
26021,"Berrien County",1771,0.228
26059,"Hillsdale County",497,0.233
26117,"Montcalm County",855,0.15
26087,"Lapeer County",986,0.218
26101,"Manistee County",441,0.041
26145,"Saginaw County",2076,0.169
26107,"Mecosta County",457,0.108
26077,"Kalamazoo County",2550,0.195
26115,"Monroe County",1628,0.214
26121,"Muskegon County",2051,0.169
26147,"St. Clair County",1692,0.632
26005,"Allegan County",1527,0.247
26009,"Antrim County",295,0.104
26017,"Bay County",1038,0.141
26143,"Roscommon County",204,0.327
26069,"Iosco County",238,0.139
26129,"Ogemaw County",231,0.525
26061,"Houghton County",394,0.281
26091,"Lenawee County",1181,0.355
26157,"Tuscola County",574,0.294
26001,"Alcona County",62,0.104
26057,"Gratiot County",478,0.134
26007,"Alpena County",317,0.191
26011,"Arenac County",178,0.201
26119,"Montmorency County",66,0
26085,"Lake County",39,0
26159,"Van Buren County",1012,0.261
26037,"Clinton County",858,0.259
26051,"Gladwin County",222,0
26067,"Ionia County",604,0.19
26019,"Benzie County",152,0.198
26041,"Delta County",384,0.291
26043,"Dickinson County",301,0.734
26151,"Sanilac County",479,0.203
26165,"Wexford County",389,0.149
26149,"St. Joseph County",788,0.19
26155,"Shiawassee County",938,0.404
26027,"Cass County",508,0.223
26031,"Cheboygan County",239,0.492
26035,"Clare County",340,0.128
26135,"Oscoda County",70,0.224
26039,"Crawford County",105,0.422
26071,"Iron County",102,0.525
26015,"Barry County",665,0.314
26133,"Osceola County",333,0.23
26079,"Kalkaska County",146,0.163
26123,"Newaygo County",593,0.195
26137,"Otsego County",326,0.305
26089,"Leelanau County",148,0.263
26127,"Oceana County",246,0.186
26113,"Missaukee County",163,0.179
26105,"Mason County",284,0.219
26153,"Schoolcraft County",59,0.583
26095,"Luce County",56,0.684
26141,"Presque Isle County",100,0.387
27137,"St. Louis County",1801,0.842
27043,"Faribault County",139,0.341
27013,"Blue Earth County",486,0.822
27045,"Fillmore County",167,0.914
27131,"Rice County",714,0.415
27153,"Todd County",135,0.743
27111,"Otter Tail County",603,0.361
27041,"Douglas County",380,0.005
27025,"Chisago County",546,0.497
27121,"Pope County",90,0.972
27159,"Wadena County",216,0.442
27129,"Renville County",199,0.664
27089,"Marshall County",130,0.566
27053,"Hennepin County",11933,0.512
27037,"Dakota County",5064,0.666
27123,"Ramsey County",6101,0.594
27171,"Wright County",2025,0.693
27027,"Clay County",698,0.72
27109,"Olmsted County",1661,0.222
27157,"Wabasha County",255,0.535
27023,"Chippewa County",128,0.337
27103,"Nicollet County",507,0.69
27095,"Mille Lacs County",489,0.78
27033,"Cottonwood County",146,0.427
27093,"Meeker County",272,0.604
27067,"Kandiyohi County",411,0.391
27083,"Lyon County",384,0.619
27161,"Waseca County",263,0.24
27101,"Murray County",83,0.672
27143,"Sibley County",131,0.358
27003,"Anoka County",4102,0.255
27173,"Yellow Medicine County",94,0.802
27107,"Norman County",115,0.491
27029,"Clearwater County",92,0.637
27051,"Grant County",78,0.992
27145,"Stearns County",1830,0.553
27117,"Pipestone County",93,1
27081,"Lincoln County",18,0.272
27127,"Redwood County",195,0.469
27019,"Carver County",1522,0.535
27091,"Martin County",238,0.917
27085,"McLeod County",384,0.87
27047,"Freeborn County",307,0.955
27011,"Big Stone County",62,0.669
27005,"Becker County",329,0.651
27163,"Washington County",3420,0.49
27055,"Houston County",339,0.54
27035,"Crow Wing County",764,0.685
27169,"Winona County",368,0.863
27071,"Koochiching County",146,0.544
27007,"Beltrami County",565,0.258
27063,"Jackson County",100,0.992
27061,"Itasca County",460,0.741
27141,"Sherburne County",1152,0.246
27139,"Scott County",1946,0.598
27031,"Cook County",41,0.531
27079,"Le Sueur County",276,0.703
27149,"Stevens County",113,0.935
27125,"Red Lake County",53,1
27105,"Nobles County",301,0.461
27147,"Steele County",408,0.905
27099,"Mower County",453,0.669
27001,"Aitkin County",132,1
27021,"Cass County",305,0.448
27135,"Roseau County",177,0.687
27017,"Carlton County",506,0.726
27151,"Swift County",103,0.648
27059,"Isanti County",439,0.266
27167,"Wilkin County",82,0.452
27155,"Traverse County",33,0.724
27165,"Watonwan County",133,0.817
27049,"Goodhue County",572,0.567
27119,"Polk County",402,0.547
27015,"Brown County",264,0.863
27073,"Lac qui Parle County",53,1
27115,"Pine County",290,0.494
27009,"Benton County",478,0.793
27113,"Pennington County",147,0.959
27039,"Dodge County",310,1
27133,"Rock County",116,0.437
27077,"Lake of the Woods County",40,0.4
27069,"Kittson County",33,0.984
27057,"Hubbard County",168,0.271
27097,"Morrison County",475,0.453
27087,"Mahnomen County",96,0.771
27065,"Kanabec County",172,0.533
27075,"Lake County",114,0.209
28075,"Lauderdale County",881,0.062
28047,"Harrison County",2465,0.033
28011,"Bolivar County",448,0.132
28133,"Sunflower County",303,0
28105,"Oktibbeha County",373,0.177
28025,"Clay County",242,0.12
28095,"Monroe County",414,0
28003,"Alcorn County",466,0.164
28005,"Amite County",72,0
28007,"Attala County",256,0.099
28081,"Lee County",1252,0.068
28045,"Hancock County",469,0
28009,"Benton County",91,0
28117,"Prentiss County",258,0
28085,"Lincoln County",446,0
28013,"Calhoun County",194,0
28089,"Madison County",1166,0.223
28015,"Carroll County",87,0
28017,"Chickasaw County",210,0.267
28019,"Choctaw County",92,0
28021,"Claiborne County",110,0
28027,"Coahoma County",334,0
28049,"Hinds County",2804,0.232
28161,"Yalobusha County",137,0.089
28091,"Marion County",270,0
28087,"Lowndes County",668,0.316
28029,"Copiah County",291,0
28031,"Covington County",226,0
28033,"DeSoto County",2502,0
28051,"Holmes County",245,0.103
28061,"Jasper County",190,0
28135,"Tallahatchie County",118,0
28023,"Clarke County",216,0
28123,"Scott County",389,0
28035,"Forrest County",804,0
28037,"Franklin County",93,0
28039,"George County",317,0
28041,"Greene County",152,0
28151,"Washington County",590,0.017
28083,"Leflore County",329,0.044
28043,"Grenada County",300,0.02
28093,"Marshall County",357,0
28053,"Humphreys County",134,0
28057,"Itawamba County",272,0.007
28059,"Jackson County",1898,0.182
28063,"Jefferson County",84,0
28065,"Jefferson Davis County",112,0
28067,"Jones County",879,0.169
28069,"Kemper County",71,0
28071,"Lafayette County",567,0.173
28073,"Lamar County",840,0.184
28077,"Lawrence County",160,0
28079,"Leake County",221,0
28159,"Winston County",198,0
28113,"Pike County",531,0
28097,"Montgomery County",95,0.041
28001,"Adams County",267,0
28099,"Neshoba County",305,0.167
28145,"Union County",352,0.068
28101,"Newton County",270,0
28107,"Panola County",457,0
28139,"Tippah County",293,0
28103,"Noxubee County",113,0.186
28121,"Rankin County",1786,0.094
28109,"Pearl River County",666,0.078
28111,"Perry County",134,0
28115,"Pontotoc County",433,0.035
28119,"Quitman County",93,0.234
28137,"Tate County",346,0.052
28125,"Sharkey County",60,0
28127,"Simpson County",293,0
28129,"Smith County",223,0
28131,"Stone County",203,0
28141,"Tishomingo County",223,0
28143,"Tunica County",158,0
28147,"Walthall County",155,0.077
28149,"Warren County",612,0
28153,"Wayne County",243,0
28155,"Webster County",148,0.108
28157,"Wilkinson County",65,0
28163,"Yazoo County",251,0
29073,"Gasconade County",258,0.062
29081,"Harrison County",93,0
29143,"New Madrid County",167,0.113
29023,"Butler County",533,0.137
29031,"Cape Girardeau County",758,0.16
29189,"St. Louis County",10513,0.253
29099,"Jefferson County",2555,0.269
29047,"Clay County",3027,0.208
29113,"Lincoln County",675,0.27
29213,"Taney County",626,0.295
29107,"Lafayette County",400,0.285
29095,"Jackson County",7787,0.365
29077,"Greene County",2937,0.234
29027,"Callaway County",398,0.26
29019,"Boone County",1702,0.345
29183,"St. Charles County",4329,0.324
29013,"Bates County",172,0.203
29215,"Texas County",293,0.084
29109,"Lawrence County",415,0.289
29510,"St. Louis city",2222,0.126
29051,"Cole County",780,0.295
29163,"Pike County",210,0.367
29187,"St. Francois County",858,0.17
29091,"Howell County",410,0.189
29117,"Livingston County",155,0.173
29159,"Pettis County",492,0.212
29161,"Phelps County",463,0.205
29229,"Wright County",245,0.05
29021,"Buchanan County",989,0.18
29127,"Marion County",373,0.09
29097,"Jasper County",1434,0.188
29201,"Scott County",544,0.259
29195,"Saline County",253,0.173
29181,"Ripley County",185,0.159
29217,"Vernon County",229,0.292
29207,"Stoddard County",351,0.11
29075,"Gentry County",60,0.622
29157,"Perry County",180,0.085
29149,"Oregon County",143,0.145
29185,"St. Clair County",96,0.175
29093,"Iron County",146,0.156
29037,"Cass County",1349,0.262
29121,"Macon County",161,0.237
29067,"Douglas County",107,0.114
29003,"Andrew County",223,0.095
29153,"Ozark County",108,0.164
29043,"Christian County",1169,0.185
29053,"Cooper County",181,0.179
29209,"Stone County",309,0.232
29167,"Polk County",396,0.251
29033,"Carroll County",110,0.279
29055,"Crawford County",251,0.247
29155,"Pemiscot County",245,0.286
29001,"Adair County",207,0.049
29025,"Caldwell County",132,0.293
29115,"Linn County",161,0.025
29041,"Chariton County",77,0
29059,"Dallas County",137,0
29179,"Reynolds County",90,0.223
29083,"Henry County",226,0.159
29135,"Moniteau County",173,0.088
29029,"Camden County",401,0.446
29049,"Clinton County",293,0.281
29069,"Dunklin County",396,0.152
29111,"Lewis County",98,0.344
29009,"Barry County",475,0.217
29101,"Johnson County",526,0.208
29151,"Osage County",101,0.145
29133,"Mississippi County",155,0.243
29223,"Wayne County",138,0.135
29015,"Benton County",178,0.125
29007,"Audrain County",220,0.313
29105,"Laclede County",413,0.214
29087,"Holt County",39,0
29169,"Pulaski County",664,0.163
29057,"Dade County",74,0
29065,"Dent County",174,0.295
29145,"Newton County",820,0.145
29035,"Carter County",73,0
29103,"Knox County",31,0
29039,"Cedar County",163,0
29131,"Miller County",384,0.257
29203,"Shannon County",145,0.067
29005,"Atchison County",60,0.157
29089,"Howard County",96,0.168
29225,"Webster County",323,0.159
29071,"Franklin County",1236,0.264
29123,"Madison County",143,0.268
29061,"Daviess County",72,0.195
29079,"Grundy County",100,0.194
29011,"Barton County",163,0.189
29211,"Sullivan County",76,0.195
29177,"Ray County",249,0.402
29085,"Hickory County",121,0.174
29175,"Randolph County",284,0.21
29137,"Monroe County",113,0.372
29147,"Nodaway County",187,0.204
29045,"Clark County",75,0.289
29017,"Bollinger County",143,0
29063,"DeKalb County",69,0.054
29119,"McDonald County",313,0.224
29199,"Scotland County",43,0.455
29129,"Mercer County",46,0.259
29139,"Montgomery County",113,0.253
29165,"Platte County",1245,0.37
29221,"Washington County",285,0.248
29171,"Putnam County",67,0.386
29173,"Ralls County",58,0.069
29197,"Schuyler County",43,0.297
29205,"Shelby County",77,0.291
29186,"Ste. Genevieve County",141,0.16
29141,"Morgan County",168,0.451
29125,"Maries County",34,0.316
29219,"Warren County",361,0.495
29227,"Worth County",32,0.158
30029,"Flathead County",1086,0.206
30035,"Glacier County",224,0.077
30049,"Lewis and Clark County",680,0.251
30075,"Powder River County",14,0.677
30087,"Rosebud County",130,0.215
30089,"Sanders County",98,0.169
30051,"Liberty County",19,0
30041,"Hill County",246,0.15
30073,"Pondera County",56,0.054
30013,"Cascade County",862,0.184
30099,"Teton County",90,0
30031,"Gallatin County",947,0.315
30067,"Park County",156,0.161
30095,"Stillwater County",120,0.13
30061,"Mineral County",35,0.261
30023,"Deer Lodge County",94,0
30047,"Lake County",317,0.179
30027,"Fergus County",119,0.223
30085,"Roosevelt County",172,0.222
30025,"Fallon County",31,0.392
30009,"Carbon County",108,0.231
30015,"Chouteau County",51,0.191
30097,"Sweet Grass County",42,0.125
30111,"Yellowstone County",1736,0.29
30063,"Missoula County",989,0.323
30043,"Jefferson County",146,0.181
30007,"Broadwater County",56,0.549
30093,"Silver Bow County",317,0.229
30005,"Blaine County",93,0.01
30055,"McCone County",12,0
30081,"Ravalli County",456,0.387
30021,"Dawson County",119,0.185
30077,"Powell County",65,0.276
30001,"Beaverhead County",92,0.266
30071,"Phillips County",51,0.273
30039,"Granite County",33,0
30011,"Carter County",12,0
30057,"Madison County",67,0.236
30053,"Lincoln County",178,0.176
30083,"Richland County",140,0.211
30105,"Valley County",104,0.034
30045,"Judith Basin County",26,0
30003,"Big Horn County",185,0.11
30107,"Wheatland County",15,0.122
30103,"Treasure County",4,0
30033,"Garfield County",11,0
30037,"Golden Valley County",5,0
30091,"Sheridan County",38,0.093
30065,"Musselshell County",59,0.454
30017,"Custer County",123,0.153
30019,"Daniels County",23,0
30101,"Toole County",54,0.066
30079,"Prairie County",12,0.748
30109,"Wibaux County",14,1
30069,"Petroleum County",3,0
30059,"Meagher County",12,0
31023,"Butler County",69,0.389
31027,"Cedar County",77,0.346
31039,"Cuming County",109,0.332
31041,"Custer County",114,0.377
31065,"Furnas County",87,0.376
31079,"Hall County",855,0.231
31029,"Chase County",60,0.261
31089,"Holt County",113,0.496
31109,"Lancaster County",3150,0.57
31111,"Lincoln County",428,0.357
31119,"Madison County",407,0.32
31129,"Nuckolls County",56,0.377
31155,"Saunders County",221,0.575
31167,"Stanton County",41,0.468
31019,"Buffalo County",513,0.301
31061,"Franklin County",30,0.326
31001,"Adams County",374,0.381
31007,"Banner County",12,0
31021,"Burt County",90,0.11
31033,"Cheyenne County",140,0.181
31053,"Dodge County",447,0.34
31057,"Dundy County",32,0
31083,"Harlan County",21,0.185
31093,"Howard County",97,0.324
31121,"Merrick County",110,0.255
31123,"Morrill County",65,0.294
31125,"Nance County",49,0.56
31151,"Saline County",206,0.404
31157,"Scotts Bluff County",497,0.126
31159,"Seward County",183,0.251
31049,"Deuel County",13,0
31063,"Frontier County",47,0.084
31141,"Platte County",367,0.32
31067,"Gage County",231,0.225
31185,"York County",138,0.315
31059,"Fillmore County",54,0.198
31003,"Antelope County",50,0.457
31107,"Knox County",121,0.163
31087,"Hitchcock County",28,0
31035,"Clay County",84,0.571
31169,"Thayer County",44,0.787
31143,"Polk County",37,0.572
31173,"Thurston County",125,0.096
31135,"Perkins County",26,0
31055,"Douglas County",6526,0.306
31031,"Cherry County",65,0.239
31161,"Sheridan County",69,0
31097,"Johnson County",49,0.184
31145,"Red Willow County",115,0
31133,"Pawnee County",66,0.24
31015,"Boyd County",21,0.608
31077,"Greeley County",38,0.178
31025,"Cass County",262,0.271
31017,"Brown County",32,0.352
31011,"Boone County",53,0.511
31051,"Dixon County",52,0.282
31013,"Box Butte County",150,0.167
31175,"Valley County",56,0
31177,"Washington County",298,0.325
31005,"Arthur County",9,0
31127,"Nemaha County",90,0.413
31081,"Hamilton County",110,0.197
31099,"Kearney County",75,0.092
31153,"Sarpy County",2452,0.278
31137,"Phelps County",137,0.163
31181,"Webster County",41,0.544
31071,"Garfield County",21,0
31045,"Dawes County",80,0.189
31037,"Colfax County",155,0.155
31047,"Dawson County",394,0.385
31095,"Jefferson County",105,0.276
31085,"Hayes County",9,0
31073,"Gosper County",15,0.594
31147,"Richardson County",66,0.426
31069,"Garden County",22,0
31043,"Dakota County",314,0.246
31075,"Grant County",7,0
31103,"Keya Paha County",9,0.755
31105,"Kimball County",30,0.287
31163,"Sherman County",29,0.624
31115,"Loup County",6,0
31117,"McPherson County",8,0.514
31091,"Hooker County",14,0.495
31131,"Otoe County",174,0.294
31101,"Keith County",91,0.277
31139,"Pierce County",88,0.345
